,titles,category,title
1673,이스라엘에 항모 전단 보낸    지상군 투입 없다 ,World,
1674,애플 고삐 죄기   매체  애플 앱스토어서 음란 도박 앱 발견 ,World,
1675,이스라엘 공습 지속 유엔  가자지구 난민   만명 육박  이 팔 전쟁 ,World,
1676,푸틴도 이 팔 전쟁 중재 나서  이라크 총리와 회동 ,World,
1677, 이 팔 전쟁  중동 정세 혼돈 속   노림수는    대안세력  입지 다지나,World,
1678,세계 항공사들  이스라엘행 항공편 속속 중단,World,
1679,글로벌   지도가 급변한다,World,
1680,밀레이  페소화는 쓰레기  발언에  아르헨 외환시장 패닉,World,
1681,존   케네디 조카  미 대선판 변수로,World,
1682, 하마스 가짜평화 에 허 찔린 이스라엘  한국에 반면교사,World,
1683,미국 국제영향력 약화   다극체제 새 질서로 전환 가속 ,World,
1684,       올해 금리 동결하고 내년 중반부턴 인하할 것 ,World,
1685, 올댓차이나   월   외환보유  조    억     억    달러 상승 영향 ,World,
1686, 세계 최대 감옥  가자지구 완전 포위   지상전 임박,World,
1687, 개국 정상  하마스 테러 규탄    바이든표 중동전략 위기,World,
1688, 영상  패러글라이더 불도저에  속수무책  이스라엘 안보 방심 민낯,World,
1689,이스라엘 후방 지원 나선    무기 공급 빠르게 늘리는 중  이 팔 전쟁 ,World,
1690,이스라엘 셰켈    년 만에 최저  외환 보유고    억달러 매각 ,World,
1691,이유는 원유  일본  이스라엘 하마스 충돌에   과  다른 목소리 ,World,
1692,중동 사태에 연일   때리는    미국이 세계 평화의 적 ,World,
1693,이스라엘 가자 사망자     명 육박  인질    명 끌려가 ,World,
1694, 자막뉴스   차 중동전쟁 서막   슈퍼 핵항모  보낸  ,World,
1695, 아이언돔 뚫은 하마스  수개월 전부터 치밀하게 준비 ,World,
1696,    팔레스타인 지원 두고 분열 집행위  인도적 지원은 계속 ,World,
1697,젤렌스키  우크라 국토방위군 사령관   개월 만에 교체,World,
1698,대지진 전조  일본서  원인 불명  쓰나미 잇달아,World,
1699, 국채금리 뛰자  기준금리 인상 신중론 꺼낸 연준,World,
1700,돈 못 버는 중국인  국경절 황금연휴에  인당   만원도 안 썼다,World,
1701,네타냐후  바이든에  협상불가  가자 진입 불가피 ,World,
1702,미영프 등    정상  하마스 테러 규탄 이스라엘 자기방어권 지지 ,World,
1703,미국      원유 유럽 수출 급증    에너지 안보 가치 증대 ,World,
1704,  태양광 생산력  미국의   배,World,
1705,   미국채 팔고 금 모으고 있지만  탈달러 대안이 없다 ,World,
1706,하마스  이스라엘 공격 땐 인질  명씩 처형  양측 사망자     명 종합 ,World,
1707,태국    년 만에 지구관측 인공위성  호 발사 성공,World,
1708, 지구촌 날씨  인도 북동부  홍수로   명 사망,World,
1709, 속보  빈 살만 사우디 왕세자  팔레스타인 편에서 갈등 멈추기 위해 노력 ,World,
1710, 지구촌 돋보기  인간  염색체 완전 해독 의미는 ,World,
1711,아라온호  북극해 기후변화  시한폭탄  구멍 확인,World,
1712, 업무 육아에 쫓겨서  일본도 똑같네   대     는 주 회도 운동 못해,World,
1713,유엔 특별보고관  홍콩 민주진영 대규모 재판 현상금에 우려 ,World,
1714,중동 사실상 전면전에도 세계 금융시장 충격 제한적 왜 ,World,
1715,이스라엘 주재 다국적기업도 영업중단 사태추이 촉각,World,
1716,이란 개입해 확전  이란과 하마스는 어떻게 얽혀있나,World,
1717,세계 전기차 절반  중국서 팔렸다    판매  위는 테슬라 제친   비야디,World,
1718, 벌써 수송기 이륙     이스라엘엔 아낌없는 무기 지원 이 팔 전쟁 ,World,
1719,  자동차 파업에  맥 트럭      명 동참  합의 불발되나,World,
1720,케네디  무소속  선회에 트럼프 측  가짜 보수에 속아선 안 돼  견제,World,
1721, 모든 폭력은 이스라엘 책임  하버드 학생들 성명 발표에  발칵 ,World,
1722,빈 살만  사우디는 팔레스타인 국민 편  하마스는 언급 안해,World,
1723,     콜레스테롤 수치 높아도 치매 위험 ,World,
1724,이스라엘과  화해모드  보이던 사우디 빈 살만  팔레스타인 국민 편에 설 것 ,World,
1725,밤낮없는 공습경보 기자가 전한 이스라엘 현지 상황,World,
1726,   영유권 갈등 필리핀에 경고 남중국해서는 군사훈련  맞불 ,World,
1727,테슬라  월  중국산 전기차  판매량 전년비       ,World,
1728,미국 등 서방  개국 공동성명  하마스 테러 규탄 ,World,
1729,    억 달러 부동산 구하자  싱가포르  해수면 상승과 분투,World,
1730,우크라 이어 이스라엘까지   두 개의 전선  딜레마에 빠진 미국,World,
1731,백악관 앞에서 울려 퍼진  한반도 전쟁 그만  평화는 바로 지금  ,World,
1732,케네디  미국 대선 무소속으로 도전 바이든 지지자 이탈 가능성,World,
1733, 고교생에 콘돔 무료로 지급하라   법안에 돈 없다며 제동 건  이 나라 ,World,
1734, 이 팔 전쟁     두 개의 전선  딜레마 지상군 파병엔 선 그어 종합 ,World,
1735,주요 항공사  이스라엘  항공편 잇달아 운항 중단,World,
1736,다른 덴 문 닫는데 흑자전환한   라멘집 비결은,World,
1737, 자막뉴스   거리서 학살 벌어지는데     이스라엘이  에 따진 이유,World,
1738, 상원 대표단 방중에  고위급 총출동 내달 정상회담  청신호 ,World,
1739, 하마스 테러 규탄 이스라엘 지지       등  개국 정상 공동성명,World,
1740,   이스라엘 돕기 에 우크라이나는 뒷전으로 밀리나  이 팔 전쟁 ,World,
1741,사우디 왕세자  팔레스타인 편에 서겠다  지지 선언,World,
1742,젤렌스키  중동 전쟁  러시아에 이익 하마스 러  본질은 같아 ,World,
1743,뉴욕타임스  팍스 아메리카나의 종말 무력충돌은 다극화 전환의 상징 ,World,
1744,엔화  중동 지정학 리스크에  달러    엔대 중반 상승 출발,World,
1745,밤낮없는 공습경보 기자가 전한 이스라엘 현지 상황,World,
1746,   영유권 갈등 필리핀에 경고 남중국해서는 군사훈련  맞불 ,World,
1747,테슬라  월  중국산 전기차  판매량 전년비       ,World,
1748,일본  고온과 강수량 부족으로 송이버섯 흉작,World,
1749,한총리  파리서 부산엑스포 유치 총력  총리 회담도 종합 ,World,
1750,우크라군  바흐무트서 러시아군 사령관 생포 ,World,
1751,로버트 케네디  세 민주당 탈당   무소속으로 내년 미 대선 도전,World,
1752,이스라엘 한인회장  관광객 단기체류자    여명 파악 예루살렘은 안전 ,World,
1753, 글로벌포커스  내각 공격이 두려울 것  금리 못 올리는   총재의 속사정,World,
1754,중동 위기에 속으로 웃는 방산업체    록히드마틴     넘게 ,World,
1755, 하마스 로켓포에 아이언돔 뚫렸다  오보 가능성 ,World,
1756,  등 되면   조원  실화    달 묵은    파워볼  당첨금  역대  위 ,World,
1757,이 팔 분쟁에            방산업체 주가도 급등,World,
1758, 비행기 이미 이륙  미국  이스라엘에 신속 무기 지원,World,
1759,미국  이스라엘에 신속 무기 지원  비행기 이미 이륙 ,World,
1760,젤렌스키  중동에서 전쟁 일으키는 것은 러시아의 이익에 부합 ,World,
1761, 비행기 이미 이륙  미국  이스라엘에 신속 무기 지원,World,
1762,백악관   이스라엘 지상군 파병 없다 ,World,
1763,젤렌스키  전쟁 중 첫 루마니아 방문  공통 관심사 논의 ,World,
1764,      등  하마스 테러 규탄  바이든표 중동전략 위기 이 팔전쟁 ,World,
1765, 해군  정기훈련서 외국 함선 수중 음파 데이터 수집  공개,World,
1766,이 팔 충돌에 유가 급등했는데 미 주가는 상승 왜 ,World,
1767,이스라엘 가자 사망자     명  인질    명 끌려갔다 ,World,
1768, 간첩법 데이터안전법  내부통제 고삐 죄는    시민들은  부글                ,World,
1769,브라질  리우 파벨라서 대규모 카르텔 소탕작전 개시  여기는 남미 ,World,
1770,사우디  이 팔 분쟁 관련  팔레스타인 편에 설 것 ,World,
1771,  하마스 규탄 참여하면서도 지상군 파견   은 이스라엘 비난,World,
1772,   이스라엘 군사지원  속도   우크라 무기공급 차질없다 ,World,
1773,미 영 프 독 이  하마스 공격은  테러  이스라엘 지지 ,World,
1774, 뉴스라이더  무력충돌 사망      명 육박    차 중동전으로 확대 ,World,
1775,미영프 등    정상  하마스 테러 규탄 이스라엘 지지 ,World,
1776, 흐르는 소면    유명 맛집에서    명 집단 식중독    폐업하겠다 ,World,
1777,유엔 사무총장  이스라엘 가자 포위 계획에 깊은 고통 느낀다 ,World,
1778, 고교생 모두에게  무상 콘돔  지급 의무화  캘리포니아 법안 좌초된 까닭은,World,
1779, 미  힘 빠졌다는 신호 다극화 체제 전환의 상징적 사건 ,World,
1780, 세계 최대 감옥  가자지구 완전 포위 이스라엘 지상전 임박,World,
1781, 이 팔 전쟁   비행기 이미 이륙  미국  이스라엘에 신속 무기 지원,World,
1782,아프간 강진으로 벌써     여명 사상자 발생  맨손 삽으로 구조  지원 절실 ,World,
1783,시진핑  지구는 중 미 각자 발전 수용 가능  미국에 공존 강조,World,
1784,멕시코 해안에 열대성 폭풍  맥스   리디아  잇따라 상륙,World,
1785,이스라엘  상상도 못했다   하마스 충격적 공격 루트   녹취록 ,World,
1786,   이스라엘에 미군 파견 없어  국민 긴급대피 적극 고려안해 ,World,
1787,미영프독이탈리아 등    정상  하마스테러 규탄 이스라엘 자기방어 지지 ,World,
1788,미국 영국 독일 등  개국 정상  하마스 지독한 테러 규탄 이스라엘 지지 ,World,
1789,백악관  이란  하마스 공격 직접 지원했다는 구체적 증거 없어 ,World,
1790,중동 무력 충돌에 국제유가 급등     주가는 상승,World,
1791, 민간 건물 공습하면 인질 처형   하마스  이스라엘에 경고,World,
1792,이스라엘 공격으로 레바논 헤즈볼라 대원  명 사망 확전 여부 촉각,World,
1793,   면전에서  실망했다   시진핑  관계 망치지 말자 ,World,
1794, 이스라엘  지상군 전면전 가능성 커  아이언돔 뚫린 건 과장   한판승부 ,World,
1795,미국 등 서방  개국 정상 공동성명  하마스 규탄 이스라엘 지지 ,World,
1796,볼티모어 입항  해군 전단  한미동맹   주년  더 발전하길 ,World,
1797,세계 항공사들 이스라엘행 운항 중단  언제 로켓 맞을지 몰라 ,World,
1798,러시아  국제우주정거장에서 냉각제 유출  승무원들은 안전  ,World,
1799,미 영 프 독   정상  하마스 테러 규탄  공동 성명,World,
1800,이스라엘   가자 사망자      명 육박  인질    명 끌려가 ,World,
1801,하마스 공격에 엔비디아가 최고의 콘퍼런스라던     서밋  취소,World,
1802, 오일쇼크 재발 가능성은 제한적 ,World,
1803,한국인 체류객 일부  이스라엘서   일 국적기 편으로 귀국할 듯,World,
1804,제레미 리프킨  한국  복원력 강한 나라 다른 나라에 영감 줘 ,World,
1805,이스라엘 한국인 관광객 오늘부터 철수,World,
1806,   이스라엘에 미군 파견 없어  국민 긴급대피 적극 고려안해 ,World,
1807, 중국 대응에 실망      미국  불난집에 기름 ,World,
1808,중동  지정학적 위기 에   방산주 급등 뉴욕증시 상승 마감,World,
1809,트럼프 돕고 바이든 방해      무소속 출마  케네디  둘 다 망치겠다 ,World,
1810, 영상  이스라엘 전면전으로 끝장보나    슈퍼 핵항모  배치 이란 배후설,World,
1811,한국인    여 명 오늘 귀국길 대통령실  안보상황 긴급 점검,World,
1812,쿠바에  공짜 연료  멕시코 석유회사  미국서 돈 빌리려다 퇴짜,World,
1813,베트남 공안부   연방의원     기자 등 해킹 의혹,World,
1814,이스라엘 팔레스타인 사망자 약      명 지상전 임박,World,
1815,이스라엘  국제 항공편 입국중단 대비 비상 계획 발표,World,
1816, 미국인   명 사망  미 독 영 프 정상  긴급논의 ,World,
1817,뉴욕증시  이스라엘 팔레스타인 전쟁에도 상승 반전,World,
1818,살해 위협에도   명 모였다 우크라 러 기자들   여론 궁금 ,World,
1819,국제유가    급등 중동 지정학적 위기에 공급 부족 우려,World,
1820,미영프 등    정상  하마스 테러 규탄 이스라엘 자기방어 지지 ,World,
1821, 이스라엘  미국에 가자지구 침공 뜻 전달  사망자 최소     명,World,
1822,미영프 등  개국 정상 성명  하마스 테러 규탄 이스라엘 자기방어 지지 ,World,
1823, 미국과 이스라엘은 동반자  바이든   대통령 반 이스라엘 진영에 우회적 경고,World,
1824,이스라엘 자랑하던  아이언돔  뚫렸다    만    발  장사정포 어쩌나,World,
1825, 협상해야  유엔 사무총장 이스라엘과 하마스에 신속한 평화 협상 촉구,World,
1826,유가만    급등  중동분쟁 세계 금융시장 충격은 제한적 종합 ,World,
1827,선제공격 당했는데  이스라엘 비판시위  벌어지는 이유는 ,World,
1828,이스라엘 팔레스타인 교전 사흘째    사망자     명 육박 인질    명 끌려가 ,World,
1829,성지 순례객    여 명 철수 시작  최악의 상황 대비 ,World,
1830,네타냐후  하마스는    이제 세계 모두가 정체 알아 ,World,
1831,이 팔 충돌에 유가 급등했는데 미 주가는 상승 왜 ,World,
1832,미국 상원대표  시 주석에 이스라엘 지지 촉구  악랄한 공격 규탄해야 ,World,
1833,주요국 정상  이스라엘 하마스 사태 긴급 논의 미  핵추진 항모전단 전진 배치,World,
1834,테슬라       루시드       전기차 일제 하락 상보 ,World,
1835,북 러 군사협력  플랫폼  만들었나 ,World,
1836, 중동 지정학적 위기 고조  영향 유가    급등,World,
1837,아르헨 극우 후보 발언으로 외환시장 패닉 비공식 달러      ,World,
1838, 매카시  당이 원하면 복귀  하원의장 재출마 저울질,World,
1839,    힘 빠졌다는 신호 다극화 체제 전환의 상징적 사건   이 팔전쟁 ,World,
1840,테슬라   월 중국 생산차량 판매량 약     감소,World,
1841,쿠바에  공짜연료  줘온 멕시코 석유회사   서 돈빌리려다 퇴짜,World,
1842,이스라엘 가자 사망자     명 육박 부상자  천명 넘어,World,
1843, 잇슈      이스라엘 국기색으로 서방국가들 랜드마크에 연대 표시,World,
1844,노벨경제학상 골딘   출산율     명  인식변화 필요해 ,World,
1845,한불 총리  북핵 미사일 도발에 긴밀 공조키로,World,
1846,중동분쟁에 방산업체 주가 폭등  미증시 일제 상승 상보 ,World,
1847, 민주 경선 나섰던 케네디 무소속 출마  바이든에 악재   트럼프 표 잠식 ,World,
1848,   집행위  팔레스타인 지원 중단  인도적 지원은 계속  종합 ,World,
1849, 돈줄  막히는 팔레스타인   자국민 보호 비상,World,
1850,아프간 강진 희생자     명 육박,World,
1851,바이든의  중동 데탕트  최대 위기  네타냐후는 기회와 위기 사이,World,
1852, 이스라엘    시간내 가자지구 지상작전 돌입 ,World,
1853,하마스 배후엔 이란이   바이든  중동 빅딜   전쟁 위기 키웠나,World,
1854,제레미 리프킨  한국  복원력 강한 나라 다른 나라에 영감 줘  종합 ,World,
1855,에콰도르 대통령 방한  불발   과의 경제협정체결 영향 없을듯,World,
1856,이스라엘  가자 지구  전면적 포위  지상전 돌입할 수도,World,
1857,  해군 전단 미국 방문   인사들  한 미 불의와 함께 싸워  감사한다 ,World,
1858,이스라엘 가자 진입 초읽기  국제유가    이상 급등 상보 ,World,
1859, 뉴욕유가  중동  지정학적 위기 에    급등,World,
1860, 중동 분쟁에  방산업체 신났네  록히드마틴    폭등 상보 ,World,
1861,    조카  민주당 경선 대신 무소속 출마 선언 대선 판도 흔드나,World,
1862,하마스  경고 없이 공습 땐 인질 처형   바이든  미국인 최소   명 사망 ,World,
1863,세계 주요 항공사 텔아비브 노선 운항 잇따라 중단,World,
1864,세계 주요 항공사  이스라엘 텔아비브노선 운항 잇따라 중단,World,
1865,세계 주요 항공사 텔아비브노선 운항 잇따라 중단,World,
1866, 미국  러시아산 원유 제재 집행 강화  위반 의혹 업체 조사중,World,
1867, 볼티모어 입항한 한국 해군 훈련전단  한미동맹   주년 기려,World,
1868,이스라엘 가자 사망자  천   명 육박  인질    명 끌려가 ,World,
1869,고비마다 중동평화 판깨는 피의 악순환 배후,World,
1870,우크라 이어 이스라엘   바이든의 시련,World,
1871, 이 팔 전쟁  세계 주요 항공사 텔아비브노선 운항 잇따라 중단,World,
1872,이스라엘  가자 봉쇄   고사작전 돌입,World,
1873,이스라엘 체류 일부 한국인  오늘 국적기편 귀국할 듯,World,
1874,이 팔 충돌에 사망자     명    다극화 체제 전환 보여줘 ,World,
1875,케네디   대선 무소속 출마 바이든 트럼프 양강에 변수,World,
1876,  케네디 주니어  민주당 대신 무소속 출마   바이든에 타격 ,World,
1877, 내일 전장으로  남은 건 보복    예비군 소집령에 청년들 속속 귀국,World,
1878,   여년 은둔  하마스  조직 수장  이스라엘 기습공격 주도,World,
1879,국제유가    넘게 급등  달러화   투자자 몰려,World,
1880,이스라엘 가자  사망      명 육박 부상 약      명,World,
1881,   집행위  팔레스타인 지원 중단 유엔 총장  가자 봉쇄 고통 ,World,
1882, 민주 경선 나섰던 케네디  무소속 출마  대선판도 흔들까 종합 ,World,
1883,   러시아 원유 가격상한 준수 강화 위반업체 조사,World,
1884,스타벅스는 철수 샤넬은 매장 확장   샌프란시스코는 망하는 중인가  아닌가,World,
1885,세계 주요 항공사 텔아비브노선 운항 잇따라 중단,World,
1886,이스라엘 방패  아이언 돔       발 로켓 소나기에 뚫렸다,World,
1887,테슬라   월  공장 생산 차량 판매 두자릿수 감소 주가   대 ,World,
1888,제레미 리프킨  한국  복원력 강한 나라 다른 나라에 영감 줘 ,World,
1889, 미  러시아산 원유 제재 집행 강화  위반 의혹 업체 조사 중,World,
1890,미   두 개의 전선  딜레마 중동 안정화   우크라 지원 흔들,World,
1891,  일 멕시코서  미국행 이주민  대응 회의   개국 정상급 참석,World,
1892,쫓겨난 전  하원의장 권토중래   당이 원하면 뭐든 할 것 ,World,
1893,네타냐후  하마스  끔찍한 일 겪을 것 중동 바꾸겠다  종합 ,World,
1894, 하마스 비난 안 해   척 슈머  시진핑 면전 직격탄,World,
1895,미  최대 항공모함 급파 전투기 추가 배치,World,
1896, 이 팔 전쟁     두개의 전선  딜레마 중동안정화 우크라지원 흔들,World,
1897,시진핑  미 중 관계 개선할 이유     가지 있다 ,World,
1898,돈줄 막히는 팔레스타인 유럽 국가들 원조 중단,World,
1899,돈줄 막히는 팔레스타인 유럽 국가들 잇따라 원조 중단,World,
1900, 삼성    중국 공장에 미국산 반도체 장비 공급 무기한 허용 ,World,
1901,이스라엘 축제장 시신만    구 가자지구 지상군 투입 임박,World,
1902,     미국 힘 빠졌다는 신호 다극화 체제 전환의 상징적 사건 ,World,
1903,     명 입니다  노벨상 수상자도 알고 있는   저출산 문제,World,
1904, 한국 출산율  정확히 맞힌 노벨경제학 수상자 그의 조언은,World,
1905,시진핑  중미 관계  인류 미래 결정   대표단    이스라엘 성명 실망  종합 ,World,
1906,시진핑  중 미 관계가 인류 운명 결정 ,World,
1907,  명물  흐르는 소면  먹었다가    여명 식중독  경악 ,World,
1908, 축구 꽃미남  니시카와 준 에 한국 여심 흔들    결혼해달라  구애,World,
1909,   동정 지지 없어 실망        편파적 개입 탓 ,World,
1910,   항모전단 전진 배치 전투기 증강   신속한 군사 지원 배경은 ,World,
1911, 노동시장 성차별 연구한 개척자  노벨경제학상에  골딘 종합 ,World,
1912, 우크라이나에서 중동으로 관심 분산  이 팔 전쟁에 웃는 푸틴 ,World,
1913,시진핑  중 미 관계 개선 위해 협력해야 ,World,
1914,러 외무  팔레스타인 독립이 이스라엘 평화 유일 해법 ,World,
1915,독일 이어 오스트리아까지  팔레스타인 원조 거둬들이는 유럽국가,World,
1916, 헝다자동차  주식 거래 재개       하락 마감,World,
1917, 이스라엘  가자지구 물 식량 전기 끊고   만 예비군 동원    전면전 초읽기,World,
1918,이스라엘 국방  가자지구  완벽봉쇄  지시 지상군 투입 임박했나,World,
1919,이스라엘 화폐가치 급락에    조  긴급 투입,World,
1920,노벨경제학상 골딘  매우 중요한 상 성별 격차 여전히 문제  종합 ,World,
1921,미  세계 최대 핵추진 항모전단 전진 배치 군 투입은  신중 ,World,
1922,러 하원  핵 실험 금지조약  비준 철회 연구 시작 핵 실험 재개 ,World,
1923,치밀히 계획된  기습공격  향후 긴장 고조 불가피,World,
1924,이스라엘  지상군 투입 임박    수퍼 핵항모  급파,World,
1925,시진핑  중미 관계  인류 미래 결정   대표단    이스라엘 성명 실망  종합 ,World,
1926,시진핑  중 미 관계가 인류 운명 결정 ,World,
1927,  명물  흐르는 소면  먹었다가    여명 식중독  경악 ,World,
1928, 축구 꽃미남  니시카와 준 에 한국 여심 흔들    결혼해달라  구애,World,
1929,   동정 지지 없어 실망        편파적 개입 탓 ,World,
1930, 지진 못 느꼈는데  일본 곳곳서  원인 불명  쓰나미,World,
1931,임금 성별격차 연구한 미 클로디아 골딘  올해의 노벨 경제학상 종합 ,World,
1932,브루노 마스  이스라엘서 아슬아슬  긴급 탈출   콘서트 취소 ,World,
1933, 이 팔 충돌  초유의 사태  전선 확대될 가능성은 ,World,
1934,  기시다  내달 필리핀 말레이 순방 추진   억제 목적,World,
1935,시진핑  중미  세계서 제일 중요한 양자 관계 인류 운명 결정  종합 ,World,
1936, 전기도 연료도 끊겠다  이스라엘   가자지구 전면봉쇄 지시,World,
1937,   대만 상대 무역장벽 조사 연장 대만  총통선거 개입 시도 ,World,
1938, 단독  이스라엘 성지순례객    여 명   일 철수 시작,World,
1939, 영상   가자지구 지상군 투입 임박  미국 이란 대리전 확산 우려도,World,
1940,만약 트럼프 재집권하면   트럼프 씽크탱크 에 묻다,World,
1941,이스라엘 하마스 사망자     명  육박  가자 진입 전망에  초긴장 ,World,
1942,유럽서 잇단 손절  돈줄  막히는 팔레스타인,World,
1943,노벨경제학상에  노동시장 성불평등 규명    노동경제대가 골딘 종합 보 ,World,
1944,   세계 최대 핵추진 항모 배치 미국 이란 대리전 되나,World,
1945,이스라엘 국방장관  가자지구 완전 봉쇄 지시  전기 식량 차단 ,World,
1946,이스라엘군 가자지구 봉쇄 위해 총집결 지상전 준비,World,
1947,아프간 강진 사망자 느는데  구조 지지부진,World,
1948,이스라엘군  가자지구 주변 통제권 회복  예비군   만 동원,World,
1949,일본 각지서 원인 불명 쓰나미  해저 화산 폭발 가능성도 ,World,
1950,중동 다시  격랑 속으로  국제유가 급등,World,
1951,역대 노벨경제학상 올해는  유리천장 입증  클로디아 골딘,World,
1952,돈줄 막히는 팔레스타인 유럽 국가들 원조 중단,World,
1953,하마스 기습 공격에  속수무책 뚫린 이스라엘  철통 방공망 ,World,
1954, 전기도 식량도 안돼  이스라엘 국방  가자지구  완벽봉쇄  지시,World,
1955,이란 이슬람혁명수비대 개입 정황 속속 드러나    이란 대리전 확산 우려  이스라엘 하마스 무력충돌 ,World,
1956,트럼프  내가 대통령이었다면 하마스의 이스라엘 공격 발생하지 않아 ,World,
1957,한덕수  부산엑스포 위해 지구    바퀴 연대의 시간 만들 것  종합 ,World,
1958,시진핑   의원단 만나  미중 관계 개선할 이유     가지  망칠 이유 없다 ,World,
1959, 셰켈화 급락  이스라엘 경제 위기     억 달러 유동성 공급,World,
1960, 하마스 작전 주도한 신적인 존재    육성 공개된 모하메드 데이프  누구 ,World,
1961,미국  이스라엘로 최대 항공모함 급파 전투기 추가 배치,World,
1962,   대만 상대 무역장벽 조사 연장 대만  총통선거 개입 시도  종합 ,World,
1963,남녀 임금격차 왜  노벨경제학상에   여성 노동경제학 대가 골딘 종합 ,World,
1964,   난세이제도 방어  무인차  개발 추진,World,
1965,미국  항모까지 전진배치 신속 진화 주력,World,
1966,예비군   만 동원한 이스라엘군  가자지구 주변 통제권 회복 이 팔 전쟁 ,World,
1967, 차 중동전쟁 번지나    항모전단 배치  이란 무기 지원   이스라엘 하마스 전면전 긴장 고조 ,World,
1968,이스라엘  하마스 침투지역 되찾았다  가자 공격 수위 높이나,World,
1969,이스라엘군  가자지구 주변 통제권 회복 예비군   만 동원,World,
1970, 년 준비한 하마스의  기만전   이스라엘은 가자지구 완전 봉쇄,World,
1971, 상원의원   왕이 면전서  이스라엘 관련 성명 매우 실망 ,World,
1972,겨우 진정되던 국제유가  중동 화약고  폭발에 다시 불붙나,World,
1973,이스라엘  가자지구 전면 봉쇄  는 슈퍼 핵항모 급파,World,
1974,   나노 반도체  미국의   규제 구멍 ,World,
1975, 고임금 보장   홍콩서 취업하려면 필수라는  이것 의 정체는 ,World,
1976, 하마스는 아이언돔이 다 막는다    이 착각에   년전과 똑같이 당했다,World,
1977,   법인세 이어 소비세도 인하 저울질          연장  논쟁,World,
1978,이스라엘  가자지구 전면 봉쇄   아랍국 참전땐  차 중동 ,World,
1979,  이란 목소리 내는데   중동 해결사  자처했던 중국몽 삐걱,World,
1980, 차 중동전쟁 돌입 일촉즉발 이스라엘  지상군 투입 임박,World,
1981,이스라엘 경제  위태  셰켈화 급락에    억달러 규모 안정책 발표,World,
1982,이스라엘군  가자지구 주변 통제권 회복 예비군   만 동원 ,World,
1983,미국 상원대표  중국에 이스라엘 지원 촉구  악랄한 공격 규탄해야 ,World,
1984,  지방선거 연정 참패 전망 극우당 약진,World,
1985,각국  긴장 고조 행위 멈춰야      팔 원조 중단   이스라엘 하마스 무력충돌 ,World,
1986, 싸울 의지 없다   년 속였다 이스라엘 허 찌른 하마스 교란술,World,
1987,독일  개주 지방선거서 여당 참패 보수 극우당 약진,World,
1988, 평화 아니다  폭력뿐   하마스 리더 무함마드 데이프  주목 ,World,
1989, 변화했다 믿었지만 틀려  하마스  제재 완화 틈타 공격 준비,World,
1990,       통화긴축 길어진다 증시 공포지수  개월만에 최고,World,
1991, 이 팔 전쟁   끝장 보복  예고 이스라엘  가자지구에 지상군 투입할까,World,
1992,이번주 세계 미리보기    이스라엘 팔레스타인 무력충돌    차 중동전쟁  확전 우려 월드콕 ,World,
1993,  만 예비군 동원 이스라엘  하마스 격퇴  지상군 투입 임박  영상 ,World,
1994,     정부탄압으로 팩트체크 조직들  모멘텀  떨어져 ,World,
1995, 상원대표   에 이스라엘 지원 촉구  악랄한 공격 규탄해야  종합 ,World,
1996,이란  팔레스타인 지지하지만 이스라엘 공격에 개입 안 해 ,World,
1997,현지서 네타냐후 책임론  위험 식별 실패  상대 무시 외교 ,World,
1998,서방  이스라엘 하마스 충돌에 유대계 시설 치안 강화,World,
1999,  제약사 브리스톨마이어스  항암제 개발사 미라티 인수,World,
2000,레바논 시리아도 이스라엘 공격    확전 대비 비상계획 수립,World,
2001,이스라엘군    만 병력 가자지구 인근 배치 완료  지상전 일촉즉발,World,
2002,러 항공사  제재로 미국산 엔진 수리 불가에 항공기 운항 줄여,World,
2003, 자막뉴스     필요한 조치할 것    동결자금 걸린 이란에  엄포 ,World,
2004,이스라엘 지상전 가자 전체 전장서 백병전으로  도처에 부비트랩,World,
2005,바이든  하마스는 완전한 악 피에 굶주린 잔인함    떠올라 ,World,
2006,지갑 닫은   명품족    루이비통도 성장세 꺾여,World,
2007, 대의 위해 비행기 탔다  이스라엘  전세계서 예비군   만명 총동원령  이 팔 전쟁 ,World,
2008,예비군 연령 넘겼지만 이스라엘   세 경영인  두 아들과 입대 ,World,
2009,중국  이스라엘   팔레스타인에 모두 여행 금지령,World,
2010,이스라엘  가자지구   곳 추가 공습 희생자     명 넘어,World,
2011,영국도  빈대주의보  런던 지하철 맨체스터 버스서 빈대 출몰,World,
2012,지상군 투입 임박    국민들  마음의 준비하고 있어    녹취록 ,World,
2013,카타르  협상 중재  손사래   너무 이르다   이 팔 전쟁 ,World,
2014, 무소속 출마  케네디   대선판도 흔들까  출마  시간만    억원 모금  돌풍 ,World,
2015, 전기차 불공정 보조금 조사 나선     풍력 철강도 해보자 ,World,
2016,  시카고에서 철새 약  천마리 떼죽음  충격  집단 폐사 이유는 ,World,
2017, 뉴스앤이슈   경보 울리면 방공호 대피    현지 상황은 ,World,
2018,  서열  위 하원의장 선출 코앞인데 누구 하나    표 얻을 사람이 없네,World,
2019,중동전쟁 국채수익률 급등   금리인상 물건너간 듯,World,
2020,레바논 시리아도 이스라엘 공격    확전 대비 비상계획 수립,World,
2021,이스라엘  접경지역 주민에 대피령 지상전 임박했나,World,
2022,    중국 전기차 이어 철강도 반보조금 조사,World,
2023,바이든  이스라엘  반격하되 국제법 지켜야     유엔   도 우려,World,
